Artist,Listeners,Peak,Peak_Listeners
Natalia Lafourcade,"9,114,397",685,"12,900,184"
Disciples,"9,113,192",755,"11,871,137"
NOTION,"9,106,579",1143,"9,106,579"
Franz Ferdinand,"9,099,602",995,"9,942,995"
Sleepy Hallow,"9,091,133",717,"11,449,893"
Kenia OS,"9,088,108",634,"13,784,879"
Nina Simone,"9,087,194",990,"9,752,031"
Bazzi,"9,086,705",428,"14,609,192"
Javed-Mohsin,"9,074,748",782,"10,392,053"
MARINA,"9,062,156",694,"10,453,772"
Sufjan Stevens,"9,059,540",841,"10,726,112"
Clave Especial,"9,052,584",1081,"9,780,206"
RÜFÜS DU SOL,"9,047,635",1036,"9,650,200"
Sohail Sen,"9,045,572",1107,"9,387,066"
João Gomes,"9,040,652",791,"11,130,158"
2 Chainz,"9,019,472",518,"13,825,486"
Pawan Singh,"9,018,460",746,"12,240,308"
Icona Pop,"9,010,392",597,"13,570,205"
The Doobie Brothers,"9,009,795",706,"12,568,883"
wave to earth,"9,006,931",1159,"9,023,894"
Dhanush,"8,992,333",1021,"9,866,845"
Simple Minds,"8,978,114",937,"9,745,879"
El Malilla,"8,977,894",1142,"9,301,048"
Mc Rodrigo do CN,"8,977,854",1163,"9,044,172"
Heart,"8,972,429",717,"10,760,608"
Alisha Chinai,"8,969,332",1104,"9,359,907"
Logic,"8,965,702",431,"13,970,820"
Guru Randhawa,"8,957,473",715,"10,872,244"
Chrystal,"8,942,977",1169,"8,942,977"
Ray Charles,"8,935,933",849,"11,195,360"
DENNIS,"8,931,579",432,"17,466,515"
Rascal Flatts,"8,918,974",822,"10,060,800"
BABYMONSTER,"8,917,024",953,"10,072,324"
Fetty Wap,"8,911,686",685,"12,496,093"
Belanova,"8,901,213",787,"10,413,819"
Victor Mendivil,"8,892,179",1122,"9,310,176"
Natalie Imbruglia,"8,877,837",862,"11,016,168"
Paradox,"8,868,496",1175,"8,876,257"
Creepy Nuts,"8,865,513",999,"9,730,260"
Vintage Culture,"8,863,791",961,"10,029,332"
James Blake,"8,859,956",582,"12,512,105"
Sonny Fodera,"8,850,624",1182,"8,850,624"
Internet Money,"8,843,826",587,"11,545,527"
Florida Georgia Line,"8,843,365",505,"13,886,025"
Kenny Loggins,"8,839,384",718,"10,716,636"
Jory Boy,"8,831,140",1123,"8,997,106"
Ilaiyaraaja,"8,823,986",1108,"8,904,198"
Last Child,"8,820,548",1014,"9,958,369"
Dean Martin,"8,819,224",35,"61,464,079"
Chuck Berry,"8,818,197",156,"32,785,665"
Avvy Sra,"8,813,001",978,"9,737,783"
Aqua,"8,811,051",61,"41,819,994"
Naeleck,"8,806,621",654,"12,632,163"
alt-J,"8,796,199",843,"10,387,663"
The Black Keys,"8,794,883",621,"13,313,966"
Lykke Li,"8,787,276",860,"10,857,162"
MNEK,"8,779,782",451,"13,903,326"
Sam Feldt,"8,778,860",435,"15,313,300"
AgroPlay,"8,776,431",736,"10,962,379"
Cody Johnson,"8,774,133",937,"10,274,474"
Chance the Rapper,"8,769,865",623,"10,952,938"
CKay,"8,752,792",429,"15,504,745"
Nate Smith,"8,746,689",877,"10,843,323"
Rosa Linn,"8,742,186",213,"22,368,082"
Maisak,"8,741,812",1011,"9,911,623"
Cafuné,"8,739,054",1118,"9,272,854"
Micro TDH,"8,739,003",732,"11,447,644"
MC Jvila,"8,734,964",1196,"8,853,798"
Ken Carson,"8,727,417",882,"10,775,792"
Talking Heads,"8,726,641",760,"12,088,005"
Sidhu Moose Wala,"8,720,623",637,"11,847,588"
Davido,"8,712,323",1003,"9,480,504"
Paul Simon,"8,705,857",932,"9,120,134"
Luny Tunes,"8,705,012",1153,"8,731,146"
Chris Lake,"8,700,435",815,"11,248,545"
Bunny,"8,693,862",1178,"8,926,165"
Dusty Springfield,"8,684,264",905,"10,305,065"
Felipe e Rodrigo,"8,681,574",1076,"9,315,134"
4 Non Blondes,"8,669,111",1135,"8,669,111"
Of Monsters and Men,"8,657,346",958,"9,840,281"
Carla Morrison,"8,655,470",565,"11,635,580"
La Bouche,"8,651,707",645,"13,267,972"
Rick Astley,"8,645,913",1171,"8,922,136"
Francesco Yates,"8,639,064",1092,"9,410,405"
C. Tangana,"8,634,159",700,"11,454,863"
Kenya Grace,"8,632,435",107,"32,478,392"
Elvis Crespo,"8,626,177",1105,"9,507,006"
LXNGVX,"8,623,516",794,"11,384,322"
Ozzy Osbourne,"8,621,609",805,"10,761,665"
Avery Anna,"8,605,658",1230,"8,605,658"
London Symphony Orchestra,"8,604,534",842,"11,208,736"
Alice In Chains,"8,599,708",1032,"9,331,524"
ELENA ROSE,"8,598,957",1050,"9,702,100"
Ndotz,"8,598,748",542,"15,420,353"
Gurinder Gill,"8,594,746",692,"11,301,680"
Emmanuel,"8,589,616",1180,"9,029,153"
Loreen,"8,579,631",329,"18,358,956"
Filipe Ret,"8,578,363",973,"9,751,661"
Willy William,"8,577,987",780,"10,376,125"
Wheatus,"8,571,659",1237,"8,571,659"
Nas,"8,567,093",547,"13,392,042"
Starship,"8,559,431",847,"11,197,892"
Ana Gabriel,"8,558,768",911,"10,508,537"
Naresh Iyer,"8,552,529",1152,"8,746,576"
Far East Movement,"8,534,301",1245,"8,534,301"
"Tito ""El Bambino""","8,526,942",930,"10,213,056"
Two Feet,"8,526,808",856,"9,668,762"
Chris Isaak,"8,526,041",1237,"8,618,180"
Johann Sebastian Bach,"8,523,703",937,"9,859,427"
Fiersa Besari,"8,515,177",1154,"8,972,686"
Toploader,"8,511,901",1043,"9,701,746"
Grey,"8,509,409",913,"9,761,928"
King,"8,508,314",392,"16,307,386"
Anand Raj Anand,"8,503,705",1254,"8,503,705"
Meet Bros.,"8,499,029",1115,"8,499,029"
Prashant Pandey,"8,495,864",764,"11,660,260"
Nessa Barrett,"8,486,978",1065,"8,486,978"
The Ronettes,"8,484,514",68,"48,233,638"
HUMBE,"8,472,472",787,"11,828,118"
Lola Indigo,"8,471,933",555,"12,485,738"
Ogryzek,"8,468,355",1177,"8,954,491"
Mc Kako,"8,466,757",1136,"9,180,437"
La Quinta Estacion,"8,462,144",964,"9,990,151"
Dan + Shay,"8,462,113",388,"18,547,976"
Nusrat Fateh Ali Khan,"8,447,000",974,"8,981,853"
Randy,"8,442,722",1266,"8,442,722"
LIT killah,"8,439,543",383,"16,770,036"
Hungria,"8,425,047",949,"9,922,581"
Skillet,"8,423,014",906,"10,695,017"
MC Cabelinho,"8,418,841",706,"11,710,253"
Dionela,"8,414,601",1181,"8,857,612"
Jon Pardi,"8,401,606",849,"10,289,056"
Jim Croce,"8,395,685",909,"10,628,190"
Soft Cell,"8,392,836",883,"10,785,618"
MKTO,"8,383,488",831,"11,109,215"
ILLENIUM,"8,381,657",570,"12,528,350"
Bronski Beat,"8,364,633",1271,"8,473,407"
(G)I-DLE,"8,359,725",566,"13,699,591"
Bellakath,"8,358,842",574,"13,805,188"
Vierra,"8,348,290",1198,"8,908,506"
Alex Rose,"8,343,953",1156,"9,096,005"
Los Temerarios,"8,340,110",1081,"9,173,173"
Thirty Seconds To Mars,"8,336,207",874,"9,718,710"
Taiu,"8,329,116",449,"16,743,687"
Orochi,"8,326,246",919,"10,501,022"
Hailee Steinfeld,"8,325,895",440,"14,217,074"
KayBlack,"8,323,019",674,"12,399,893"
Roy Orbison,"8,320,581",674,"12,770,696"
UB40,"8,318,520",975,"10,009,316"
Descemer Bueno,"8,316,043",1290,"8,316,043"
Andrés Calamaro,"8,312,888",1128,"9,257,577"
Ludwig van Beethoven,"8,311,643",1120,"8,326,141"
Cascada,"8,310,151",964,"9,772,300"
Kadu Martins,"8,302,209",706,"11,268,989"
The Lantis,"8,297,958",1295,"8,297,958"
Tim McGraw,"8,294,314",590,"14,643,751"
Pedro Capó,"8,292,896",634,"11,680,899"
Gazo,"8,290,453",982,"9,106,967"
The Jackson 5,"8,287,366",150,"31,031,521"
Pamungkas,"8,284,148",1137,"8,906,943"
FINNEAS,"8,281,997",840,"11,324,344"
MF DOOM,"8,281,623",1061,"9,588,344"
BUNT.,"8,275,972",1302,"8,287,021"
Ricardo Arjona,"8,273,627",838,"9,785,219"
Saweetie,"8,266,059",703,"11,523,382"
Good Neighbours,"8,265,983",497,"15,516,763"
Omar Varela,"8,264,093",1108,"9,139,545"
Kansas,"8,261,924",646,"13,264,985"
Harshdeep Kaur,"8,257,641",1309,"8,257,641"
Whethan,"8,255,063",723,"12,122,814"
Gordo,"8,251,873",1187,"8,713,892"
Cristian Castro,"8,243,835",1067,"8,243,835"
Boza,"8,238,988",892,"10,759,792"
Shadab Faridi,"8,236,977",584,"12,567,527"
Jorsshh,"8,234,075",1315,"8,234,075"
Bruno & Marrone,"8,233,527",1153,"9,247,530"
Dove Cameron,"8,231,388",367,"15,363,797"
Harrdy Sandhu,"8,228,375",1034,"8,391,170"
El Fantasma,"8,210,960",695,"12,208,875"
A7S,"8,210,344",578,"11,363,223"
Ñejo,"8,197,542",634,"12,006,529"
Goodboys,"8,189,650",508,"12,349,197"
Ha*Ash,"8,175,515",978,"9,735,699"
Nueva H,"8,162,904",1241,"8,691,639"
Xand Avião,"8,159,652",799,"9,060,333"
Clayton & Romário,"8,150,997",1280,"8,263,131"
Anuradha Paudwal,"8,144,026",1077,"9,284,108"
Sam Cooke,"8,127,452",896,"10,225,079"
Portugal. The Man,"8,121,350",590,"14,507,187"
Javed Bashir,"8,117,790",1330,"8,117,790"
Ella Eyre,"8,110,185",825,"10,381,165"
Benny Benassi,"8,107,719",896,"9,607,912"
Turma do Pagode,"8,106,015",1265,"8,617,766"
Two Door Cinema Club,"8,105,008",922,"10,284,678"
Eddie Santiago,"8,099,186",1335,"8,175,890"
FMK,"8,098,887",356,"17,577,323"
MC Hariel,"8,091,549",810,"11,053,901"
Boyz II Men,"8,091,017",997,"10,287,493"
Sublahshini,"8,081,502",1286,"8,479,073"
BIGBANG,"8,079,917",1340,"8,079,917"
Caralisa Monteiro,"8,077,772",695,"10,073,438"
Cartel De Santa,"8,077,452",376,"15,547,760"
Majid Jordan,"8,076,704",934,"9,587,875"
Juan Magán,"8,075,915",986,"9,711,529"
LOUKI,"8,065,135",643,"13,532,847"
Sujatha,"8,064,596",1266,"8,282,720"
Joey Bada$$,"8,063,770",772,"10,299,380"
Jósean Log,"8,062,634",1217,"8,642,940"
David Bisbal,"8,060,501",954,"9,614,542"
MC Joãozinho VT,"8,058,481",1235,"8,694,845"
Alan Jackson,"8,057,900",884,"10,566,160"
Jøtta,"8,057,258",1352,"8,057,258"
MC G15,"8,046,520",726,"12,170,289"
Diego & Victor Hugo,"8,045,879",873,"10,584,752"
Hiten,"8,034,358",1336,"8,278,942"
Eric Church,"8,031,389",734,"11,083,348"
Rajat Nagpal,"8,022,473",794,"10,791,944"
Salim Merchant,"8,020,898",1334,"8,155,149"
BØRNS,"8,020,047",820,"10,042,261"
Kodaline,"8,019,288",836,"10,091,624"
Dj GM,"8,014,529",939,"10,170,662"
R. City,"8,013,915",1174,"8,642,651"
Vijay Prakash,"8,001,365",1273,"8,313,338"
Jul,"7,997,601",1032,"9,184,258"
Raffaella Carrà,"7,978,398",296,"22,229,065"
Denzel Curry,"7,978,162",985,"9,386,560"
Connor Price,"7,974,819",908,"10,293,507"
Aya Nakamura,"7,967,088",734,"10,985,127"
Dread Mar I,"7,961,986",912,"9,781,524"
Elevation Worship,"7,955,537",1293,"8,212,604"
KEVIN ROLDAN,"7,939,789",1028,"8,619,855"
Los Dos Carnales,"7,938,033",952,"9,759,851"
Rise Against,"7,935,105",1158,"8,234,397"
Zoé,"7,933,766",1153,"8,315,420"
Matuê,"7,930,758",920,"10,210,578"
HARDY,"7,928,534",798,"11,792,487"
Mötley Crüe,"7,927,094",924,"9,165,803"
Faye Webster,"7,925,267",1309,"8,033,363"
Fugees,"7,921,102",925,"10,083,894"
YOASOBI,"7,909,628",760,"10,365,956"
Marina Sena,"7,908,242",1304,"8,313,908"
Sofiya Nzau,"7,908,147",832,"11,204,619"
Ado,"7,906,903",1237,"8,717,575"
Juss,"7,901,946",1319,"8,355,767"
KISS OF LIFE,"7,900,654",1371,"8,065,384"
Chris Jedi,"7,893,026",736,"11,817,178"
Mc Negão Original,"7,892,460",1387,"7,892,460"
AJR,"7,885,185",576,"11,478,322"
Trey Songz,"7,883,109",1091,"8,285,685"
León Larregui,"7,880,488",1343,"7,885,304"
Warren Zeiders,"7,879,418",1201,"8,549,333"
Andrea Bocelli,"7,870,587",532,"16,445,025"
Men I Trust,"7,868,921",844,"10,199,300"
Teezo Touchdown,"7,867,386",533,"15,597,127"
Zac Brown Band,"7,864,756",654,"11,797,952"
The Paper Kites,"7,859,346",1012,"9,360,166"
Jasmine Sandlas,"7,850,887",1315,"8,172,687"
Muni Long,"7,845,286",526,"14,925,072"
Eric Carmen,"7,837,488",1397,"7,837,488"
MK,"7,834,272",766,"10,623,731"
Guaynaa,"7,829,575",923,"8,534,285"
Mohammed Rafi,"7,820,517",1400,"7,820,517"
Eric Land,"7,813,773",1399,"7,868,161"
The Animals,"7,813,680",1125,"8,758,998"
Miguel Bosé,"7,813,030",653,"11,632,240"
Nidji,"7,808,970",1271,"8,364,873"
Suzanne D'Mello,"7,791,734",1182,"8,897,225"
Duncan Laurence,"7,791,572",847,"9,233,454"
Stefflon Don,"7,787,057",1110,"9,116,108"
Gloria Trevi,"7,755,331",1232,"8,428,425"
Gloria Groove,"7,753,294",1260,"8,448,527"
Shreyas Puranik,"7,743,551",589,"13,630,503"
Øneheart,"7,719,915",1109,"9,008,648"
Oliver Heldens,"7,716,098",710,"11,081,326"
Ramajogayya Sastry,"7,714,552",1292,"8,274,252"
Rod Wave,"7,706,883",826,"10,144,129"
Charlie Brown Jr.,"7,705,968",1415,"7,756,388"
Maggie Rogers,"7,683,162",866,"10,798,867"
Laura Branigan,"7,681,638",1419,"7,681,638"
Jombriel,"7,671,371",1420,"7,671,371"
Virgoun,"7,670,736",1193,"8,088,223"
Lily Allen,"7,666,311",1183,"8,921,096"
Xamã,"7,659,096",604,"10,846,179"
Veigh,"7,651,506",794,"10,661,265"
Kaash Paige,"7,640,944",1231,"8,713,803"
Wolfgang Amadeus Mozart,"7,640,605",1223,"7,759,073"
Beny Jr,"7,639,549",1263,"8,326,343"
Kelsea Ballerini,"7,637,899",649,"10,785,406"
Danna Paola,"7,630,383",531,"12,298,665"
Rusherking,"7,630,151",426,"15,596,238"
Banda El Recodo,"7,629,141",1086,"8,426,340"
Sonder,"7,625,178",1385,"8,006,378"
Kiki Dee,"7,619,598",1212,"8,197,057"
Old Dominion,"7,617,100",944,"10,095,441"
Gerardo Ortiz,"7,613,703",888,"9,489,617"
Dent May,"7,606,230",1282,"8,455,438"
Yovie & Nuno,"7,603,583",1348,"8,115,108"
LUM!X,"7,602,887",830,"9,461,438"
Dom Dolla,"7,600,828",1077,"9,249,350"
Ernie Zakri,"7,600,418",1420,"7,875,149"
Declan McKenna,"7,593,205",947,"10,097,970"
Carlos Rivera,"7,591,488",847,"9,143,637"
Grupo Niche,"7,587,470",1398,"7,993,581"
Ash King,"7,585,320",1264,"8,406,572"
MC Rick,"7,578,488",1445,"7,578,488"
Melendi,"7,568,064",1086,"9,330,997"
Diana Ross,"7,567,636",957,"8,331,381"
Luciano,"7,560,996",829,"9,205,446"
Ashnikko,"7,559,578",1098,"9,557,793"
Alan Menken,"7,558,694",753,"10,625,887"
Fireboy DML,"7,554,651",778,"10,491,359"
Mc Davi,"7,546,741",670,"12,324,247"
Megan Moroney,"7,543,620",1222,"8,793,604"
Villano Antillano,"7,537,347",682,"12,701,778"
Alemán,"7,534,518",918,"9,172,669"
Shouse,"7,529,617",530,"13,218,201"
Lenin Ramírez,"7,527,042",796,"9,012,853"
Alex Krack,"7,523,292",1458,"7,523,292"
Neil Young,"7,513,493",972,"10,204,641"
Ade Govinda,"7,511,355",1445,"7,778,565"
Jeremy Zucker,"7,511,104",513,"12,231,275"
Modjo,"7,510,837",1456,"7,510,837"
Eternxlkz,"7,508,323",937,"10,083,535"
Elyanna,"7,507,917",822,"11,442,037"
Thiaguinho,"7,505,376",1284,"7,929,790"
Willie Nelson,"7,503,584",568,"14,219,269"
Ella Mai,"7,499,354",917,"8,167,244"
Felipe Araújo,"7,497,935",1351,"8,081,769"
Iron Maiden,"7,490,134",937,"8,544,793"
Sayfalse,"7,489,979",1470,"7,489,979"
Frédéric Chopin,"7,485,671",1249,"7,485,671"
Jason Aldean,"7,480,780",698,"11,170,383"
Beastie Boys,"7,476,655",776,"10,144,142"
Pepe Aguilar,"7,474,539",1141,"8,918,584"
The Pointer Sisters,"7,464,886",1450,"7,712,876"
Neil Diamond,"7,464,263",1101,"9,202,321"
Dhruv,"7,462,617",704,"12,466,780"
LATIN MAFIA,"7,459,106",1009,"9,294,955"
The All-American Rejects,"7,451,940",1215,"8,101,795"
salvia palth,"7,447,451",1162,"8,974,957"
Simple Plan,"7,429,718",1126,"9,192,504"
Anuradha Sriram,"7,428,951",1418,"7,428,951"
La Factoria,"7,428,777",1171,"8,226,532"
Jon Z,"7,427,428",1046,"8,483,840"
Anyma,"7,421,766",1485,"7,421,766"
Lady A,"7,414,027",878,"8,960,393"
Casper Magico,"7,412,628",936,"9,193,558"
Aaron May,"7,407,730",884,"10,543,579"
Chase & Status,"7,403,592",1031,"9,789,087"
Skylar Grey,"7,403,176",741,"12,185,951"
Crystal Castles,"7,395,753",1190,"8,072,734"
Rivo,"7,392,186",912,"10,530,227"
Faheem Abdullah,"7,390,086",1424,"7,732,669"
Pet Shop Boys,"7,389,060",1304,"7,791,541"
JP Cooper,"7,385,569",826,"8,964,796"
Iggy Azalea,"7,383,658",1020,"8,429,721"
George Strait,"7,383,550",1052,"9,334,251"
Rony Parulian,"7,383,296",1498,"7,383,296"
Deorro,"7,383,214",952,"9,845,311"
Paulina Rubio,"7,364,913",1085,"7,364,913"
Supernova Ent,"7,360,334",1046,"8,483,150"
Jimi Hendrix,"7,359,661",791,"9,903,151"
Boladin 211,"7,359,248",1503,"7,359,248"
Niklas Dee,"7,358,704",1020,"9,161,160"
Ivan Cornejo,"7,357,515",1162,"8,816,285"
John Williams,"7,352,290",101,"39,541,089"
Calle 13,"7,351,456",1033,"8,573,634"
Eve,"7,350,055",1351,"7,482,280"
Alanis Morissette,"7,343,468",1063,"9,189,304"
Anggi Marito,"7,343,203",887,"9,510,926"
Falling In Reverse,"7,342,689",1183,"8,555,264"
Joan Jett & the Blackhearts,"7,340,849",734,"12,101,033"
Mrs. GREEN APPLE,"7,340,230",1499,"7,340,230"
Lewis Somes,"7,336,873",660,"13,277,154"
Loud Luxury,"7,334,362",593,"12,238,932"
Shakthisree Gopalan,"7,331,374",1206,"7,855,314"
Fujii Kaze,"7,326,926",584,"11,578,504"
J Alvarez,"7,325,346",1276,"7,845,045"
Def Leppard,"7,325,330",994,"8,333,121"
Ghost,"7,323,139",778,"10,413,273"
Rocío Dúrcal,"7,317,962",1137,"8,926,579"
Mother Mother,"7,313,790",1008,"8,600,568"
Yailin la Mas Viral,"7,308,291",1523,"7,308,291"
Don Diablo,"7,304,173",1235,"8,151,794"
Mainstreet,"7,300,121",781,"11,206,118"
Peggy Gou,"7,299,860",215,"23,511,011"
Commodores,"7,297,342",1314,"7,675,896"
Rauhan Malik,"7,297,003",1442,"7,653,184"
Fitz and The Tantrums,"7,292,550",756,"11,667,964"
Adnan Sami,"7,289,279",1526,"7,289,279"
Missy Elliott,"7,286,069",622,"11,145,049"
Gilberto Santa Rosa,"7,285,520",1287,"7,869,488"
Kenshi Yonezu,"7,270,013",1024,"7,785,393"
Yasser Desai,"7,261,920",827,"8,738,809"
Henry Moodie,"7,260,988",692,"12,542,437"
Miranda!,"7,256,813",708,"10,227,443"
Asake,"7,249,122",821,"11,630,505"
Mohammed Irfan,"7,245,813",1538,"7,245,813"
Hiphop Tamizha,"7,244,972",1237,"7,686,266"
Jigar Saraiya,"7,241,786",1409,"7,747,192"
DJ JB Mix,"7,238,793",1346,"8,224,526"
Tucker Wetmore,"7,238,679",1276,"7,915,741"
El Padrinito Toys,"7,236,734",985,"10,035,334"
2KE,"7,234,632",1196,"8,766,898"
The Who,"7,228,947",937,"9,119,495"
Colbie Caillat,"7,227,357",824,"10,144,142"
Caifanes,"7,223,480",1398,"7,968,722"
DJ Japa NK,"7,219,831",1548,"7,219,831"
American Authors,"7,207,110",1078,"8,662,056"
La Joaqui,"7,206,584",610,"10,853,959"
Irene Cara,"7,204,997",1200,"7,983,150"
Chimbala,"7,204,500",982,"10,068,152"
TOMORROW X TOGETHER,"7,203,449",629,"12,038,327"
Axwell /\ Ingrosso,"7,203,113",1101,"8,971,879"
DYSTINCT,"7,203,076",1021,"9,711,892"
Ella Langley,"7,191,781",1263,"8,258,252"
Soundgarden,"7,191,413",1285,"7,954,842"
iZaak,"7,191,405",823,"11,300,905"
Paloma Faith,"7,190,917",579,"11,429,573"
Kordhell,"7,190,288",408,"14,497,317"
Oldilla,"7,189,338",1328,"8,201,529"
Bibi Babydoll,"7,181,022",954,"9,086,016"
Bob Seger,"7,180,049",1155,"8,248,775"
Mecano,"7,178,376",1371,"7,754,098"
The Kooks,"7,177,672",1222,"8,151,586"
Anand-Milind,"7,165,619",1529,"7,253,948"
Rio Clappy,"7,156,465",1567,"7,156,465"
Hivi!,"7,155,410",1374,"8,002,103"
Vidyasagar,"7,154,318",1546,"7,195,569"
Tom Petty and the Heartbreakers,"7,152,445",949,"10,006,120"
Dhanda Nyoliwala,"7,149,101",1571,"7,149,101"
Culture Club,"7,138,814",1331,"7,382,832"
Matchbox Twenty,"7,138,110",1116,"8,803,686"
Ja Rule,"7,135,576",1266,"7,557,882"
Kevin Kaarl,"7,134,109",1052,"8,492,990"
Marc Seguí,"7,132,752",1213,"8,089,217"
Beach Bunny,"7,128,268",951,"9,416,022"
Poppy Baskcomb,"7,121,294",1440,"7,653,454"
Mani Sharma,"7,119,520",1576,"7,119,520"
Jaxomy,"7,115,299",462,"16,960,632"
Vika Jigulina,"7,109,948",1417,"7,757,592"
IVE,"7,109,896",608,"11,793,543"
La T y La M,"7,096,995",1556,"7,220,118"
Kim Carnes,"7,094,026",1574,"7,180,811"
Greeicy,"7,090,350",1283,"7,798,962"
Duke Dumont,"7,090,297",1043,"8,520,831"
Mc Kadu,"7,084,390",840,"10,730,651"
Mukesh,"7,081,310",1584,"7,081,310"
Conjunto Primavera,"7,080,467",1394,"7,144,415"
Sigala,"7,075,644",384,"15,011,420"
Cassie,"7,074,540",819,"11,479,357"
фрози,"7,071,913",1038,"9,534,124"
Tony Aguirre,"7,070,589",711,"11,605,697"
Europe,"7,054,834",1240,"7,290,917"
Air Supply,"7,053,665",1397,"7,538,740"
Eddy Lover,"7,050,742",1477,"7,591,279"
Gajendra Verma,"7,048,019",1043,"8,429,794"
Franco De Vita,"7,044,434",942,"10,292,039"
Manuel Medrano,"7,039,731",1044,"9,035,565"
YOVNGCHIMI,"7,032,764",586,"12,923,482"
Shiloh Dynasty,"7,026,489",724,"10,081,564"
Liam Payne,"7,025,064",733,"12,364,938"
Mustafa Zahid,"7,018,125",1603,"7,018,125"
Ski Mask The Slump God,"7,009,407",738,"10,318,769"
Intocable,"7,005,909",1182,"7,852,171"
Estevan Plazola,"7,005,715",1606,"7,005,715"
Los Cadetes De Linares,"7,004,984",1395,"7,995,798"
isq,"7,004,361",1346,"7,989,281"
Mc Jacaré,"6,993,678",1189,"8,039,743"
Vinayak Sasikumar,"6,992,219",1316,"8,112,240"
Yovie Widianto,"6,992,037",1335,"7,994,227"
Oh Wonder,"6,984,331",902,"9,535,371"
Canserbero,"6,983,341",1412,"7,159,524"
Auli'i Cravalho,"6,975,339",1416,"7,862,425"
Sal Priadi,"6,975,098",868,"11,088,256"
Péricles,"6,971,499",1277,"7,730,653"
Saindhavi,"6,954,575",1617,"6,954,575"
Dewa 19,"6,949,280",1128,"9,207,537"
The Emotions,"6,949,112",1213,"8,888,514"
Mc Menor Do Alvorada,"6,947,716",761,"10,647,877"
Papon,"6,941,008",1621,"6,941,008"
Shinda Kahlon,"6,939,773",770,"10,540,796"
FIFTY FIFTY,"6,936,195",70,"37,675,143"
Seether,"6,932,627",1382,"7,391,695"
Agatino Romero,"6,931,189",510,"16,015,046"
Nemzzz,"6,916,191",1468,"7,648,582"
Angel Y Khriz,"6,914,051",1240,"7,150,443"
Pyotr Ilyich Tchaikovsky,"6,913,877",681,"12,798,069"
Blackstreet,"6,905,351",1504,"7,209,480"
Mc Lele JP,"6,894,809",1537,"7,280,199"
Ink,"6,893,394",873,"10,844,438"
.Feast,"6,867,463",1632,"6,867,463"
PSY,"6,867,431",1429,"6,867,431"
Bronco,"6,865,490",1161,"8,786,823"
Grupo Revelação,"6,864,637",1568,"7,266,853"
Lee Brice,"6,862,664",1012,"8,632,311"
Adrian Khalif,"6,862,334",1467,"7,451,671"
Bacilos,"6,861,410",750,"10,937,343"
All Time Low,"6,855,207",1081,"8,234,139"
Bakermat,"6,844,072",615,"14,018,425"
VINAI,"6,841,440",1013,"9,188,363"
42 Dugg,"6,840,458",816,"9,279,623"
Baby Gang,"6,840,380",1179,"8,309,083"
Gloria Gaynor,"6,835,291",1210,"7,660,707"
Mitraz,"6,834,833",963,"9,986,603"
Clementine Douglas,"6,832,266",1314,"8,079,116"
Neon Trees,"6,830,118",1062,"9,321,298"
Olly Murs,"6,828,498",1298,"7,884,015"
Brandy,"6,821,098",880,"10,686,420"
Elderbrook,"6,820,705",1057,"8,854,734"
LUCKI,"6,820,631",1461,"7,237,629"
lucidbeatz,"6,820,474",1547,"7,289,663"
Los Invasores De Nuevo León,"6,816,353",1591,"7,172,669"
MIKA,"6,815,167",1168,"7,711,661"
Nick Jonas,"6,812,607",844,"8,943,545"
VYRUS,"6,811,457",1656,"6,811,457"
Eros Ramazzotti,"6,805,473",977,"8,893,059"
Afgan,"6,798,646",1312,"7,899,069"
Joel De La P,"6,797,997",733,"11,905,397"
BYOR,"6,796,434",740,"9,642,087"
Café Tacvba,"6,791,824",1316,"7,376,080"
Jay Trak,"6,789,304",1567,"7,243,756"
Raj Ranjodh,"6,788,787",1082,"9,146,047"
Dulquer Salmaan,"6,788,329",387,"17,088,524"
Paris Paloma,"6,785,102",1662,"6,797,104"
Ricardo Montaner,"6,784,849",1040,"7,854,090"
Kyle Richh,"6,779,098",1308,"8,167,067"
The Red Clay Strays,"6,768,690",1526,"7,180,411"
Breaking Benjamin,"6,767,538",1433,"7,579,665"
Mohammad Faiz,"6,765,526",921,"10,216,520"
DJ Guih Da ZO,"6,755,904",1413,"7,686,873"
The Human League,"6,754,489",1639,"6,826,981"
Keith Urban,"6,752,918",909,"9,073,976"
Paul Russell,"6,752,308",546,"13,872,224"
Lithe,"6,748,856",819,"11,183,806"
Moby,"6,740,650",1354,"7,141,804"
Brenda Lee,"6,736,987",21,"73,309,610"
Soolking,"6,735,043",823,"10,862,635"
YUNGBLUD,"6,734,379",1022,"8,656,515"
FAST BOY,"6,729,052",541,"11,900,190"
Celia Cruz,"6,725,384",1348,"6,811,479"
Boston,"6,710,616",921,"10,405,212"
KC & The Sunshine Band,"6,706,787",1287,"7,538,481"
Khruangbin,"6,702,461",1254,"8,062,646"
Sandesh Shandilya,"6,694,955",1680,"6,708,107"
Michael Sembello,"6,691,764",1685,"6,691,764"
Lil Mosey,"6,682,693",939,"8,289,306"
Chino & Nacho,"6,679,942",1626,"6,679,942"
The Blessed Madonna,"6,677,216",973,"9,987,172"
Cali Y El Dandee,"6,676,179",1004,"8,378,982"
Gregory Alan Isakov,"6,673,250",1236,"7,969,093"
Gibran Alcocer,"6,672,249",1417,"7,806,482"
Tee Grizzley,"6,671,129",1109,"9,249,052"
Vijay Yesudas,"6,669,689",1479,"6,956,057"
